idstud,bsmmat01,bsssci01,bsbg01,bsbg03,bsdage,bsbgher,bsbgsbs,bsbgslm,bsbgsvm,bsbgscm,bsbgeml,bsdgedup,bsdmwkhw,bcbg01,bcbg03a,bcbg05a,schsc14q02,schsc22q01,schsc22q09,schsc22q11,schsc24q01,schscmatedu,schsmratio,escs,pv1math,pv1read,pv1scie,r9schooltype,a9q7,bQ1
3970419,600.02771,518.55508,1,1,14.5,10.25396,13.03951,9.60333,9.81093,3.17837,8.70884,3,2,898,1,1,3,4,3,2,2,1.9226,131,-0.12,391.5018,478.2581,392.4282,1,4,2
4230121,378.88242,370.72892,2,3,14.916666666666666,8.74681,7.6477,9.965,13.70742,9.16491,10.74331,NA,3,907,2,1,3,2,3,4,2,1.9226,215.75,0.69,542.0704,453.0005,476.2589,1,5,4
3230122,436.92988,477.41152,2,1,14.666666666666666,14.01827,13.03951,5.03748,3.41233,6.39359,3.26515,1,3,625,3,5,1,2,3,3,1,-0.4184,157.5,0.19,401.3164,349.6298,438.0269,1,3,NA
3250130,325.26867,397.83582,1,1,14.833333333333334,8.91919,13.03951,10.80246,10.35139,7.58514,12.42205,4,1,348,4,1,1,4,3,3,3,-1.0989,173.5,-0.25,357.1506,300.6503,350.373,1,5,3
3040126,590.71025,593.63789,2,1,14.916666666666666,10.92551,13.03951,10.35777,9.81093,11.70269,9.6346,1,2,685,4,2,1,2,4,3,2,-0.256,134.6,0.5,465.9682,464.3079,520.8318,1,5,3
4330205,497.56295,540.94597,1,1,15.166666666666666,11.64917,8.81989,12.07123,13.70742,13.14698,12.42205,3,1,556,2,5,1,3,2,1,2,-0.4184,140,0.01,462.8525,439.4163,493.0436,1,3,4
4480210,504.41724,521.91004,2,1,14.75,11.64917,11.04872,9.26151,10.35139,9.16491,9.15641,1,1,819,1,1,1,3,2,3,1,0.5021,146,0.57,533.7358,564.5511,556.4528,2,5,2
3850111,396.18737,458.15868,1,1,14.916666666666666,10.92551,10.19817,9.965,11.01771,9.39344,9.6346,3,2,454,2,2,1,4,3,2,2,0.2803,177.2,-0.52,423.2824,381.2728,413.6889,NA,3,NA
3560320,613.6145,667.073,2,1,14.833333333333334,10.92551,9.62932,8.26761,10.35139,8.93142,5.01998,2,2,756,3,1,2,3,3,3,2,1.1595,145.091,0.32,572.6827,574.9764,567.6427,1,4,2
4560317,681.70724,730.89747,2,1,14.833333333333334,10.25396,8.81989,10.80246,9.81093,9.84519,10.15325,2,2,706,1,2,2,4,4,4,2,-1.0989,231,-0.36,568.788,545.3044,604.9422,1,4,4
3270104,578.13353,533.01836,2,3,14.333333333333334,9.60097,10.19817,13.46507,11.9425,11.70269,12.42205,3,2,364,4,5,1,3,1,1,1,0.2803,109.333,-1.84,405.2111,246.9006,382.7303,1,4,NA
4960114,603.29435,608.2225,1,1,15.25,14.01827,8.81989,7.51389,3.41233,8.17383,6.97717,1,1,437,1,1,2,1,2,2,3,1.9226,119.25,0.91,516.7549,562.2961,565.0317,2,5,5
3150217,478.06736,563.56228,1,1,14.75,11.64917,9.62932,8.93041,11.01771,7.24499,10.15325,1,1,328,2,2,1,3,2,2,2,-0.5803,130.4,-0.37,397.188,389.2953,382.0776,1,4,2
3530312,457.15286,570.36789,2,1,15.25,10.25396,11.04872,9.60333,10.35139,9.16491,9.15641,2,2,898,NA,1,4,4,3,3,1,-0.9168,NA,-0.66,385.4261,394.5387,398.3029,2,4,4
4310402,462.72132,498.39825,1,1,14.583333333333334,12.51743,9.62932,8.26761,7.2741,8.69047,8.27843,1,2,1109,2,2,1,1,1,2,1,0.2803,159.714,0.44,570.4237,556.1799,510.1082,2,5,2
3890124,530.03919,521.32749,1,1,15.75,11.64917,13.03951,10.35777,10.35139,7.24499,10.74331,2,NA,NA,NA,2,1,3,3,3,2,-0.0892,259,-0.58,483.027,359.4293,466.934,1,3,4
5010107,567.10711,597.74354,1,1,14.25,12.51743,10.19817,10.80246,9.34439,10.80346,14.34298,1,2,429,1,1,1,1,2,2,2,-0.4184,NA,0.78,572.7606,587.158,605.2219,1,4,NA
4320318,535.02105,515.49221,1,1,14.75,11.64917,11.04872,12.07123,9.34439,11.07454,12.42205,1,2,367,NA,2,1,2,1,3,2,1.1595,98.5,0.73,489.4142,631.6394,550.5781,3,4,4
4710103,513.26073,535.61336,2,1,14.5,8.91919,11.04872,12.07123,11.9425,11.07454,10.74331,4,2,999,4,6,1,2,3,3,2,-0.4184,47.2,0.11,474.5365,412.1815,492.1112,1,5,4
3340106,477.17472,395.00351,2,3,16,8.91919,10.19817,9.965,11.9425,9.39344,10.15325,3,1,116,2,6,1,1,3,3,3,1.9226,57,-0.74,413.1563,339.8461,419.2838,1,NA,4
5080111,564.43433,629.43618,1,1,14.583333333333334,10.25396,13.03951,12.07123,11.01771,11.07454,14.34298,2,1,494,3,5,1,3,3,1,3,-0.256,123,-0.53,435.5897,374.2829,436.1619,1,3,2
3370105,513.38508,490.39841,1,2,14.75,8.91919,8.48873,8.60159,9.34439,6.85613,9.15641,3,1,377,1,5,1,3,1,1,3,0.7756,90.5,-0.15,439.7959,456.0174,426.9302,1,5,4
5060203,592.82481,583.55336,2,1,15,10.25396,11.04872,10.35777,9.81093,9.39344,10.74331,1,2,365,4,1,2,2,2,2,2,0.0872,135.333,0.51,540.4346,469.1196,493.4166,1,5,2
4020207,585.24671,573.61712,2,1,14.833333333333334,10.25396,8.19852,8.93041,9.34439,10.07332,9.6346,1,2,817,3,1,3,3,3,2,2,-0.5803,171,0.44,528.439,455.3262,538.6423,1,5,4
4760101,503.21812,550.68842,1,1,17.25,10.25396,13.03951,9.2317,9.81093,10.80346,11.44903,4,1,93,NA,6,NA,1,1,1,1,NA,NA,NA,251.4488,199.5346,304.1216,1,3,3
4080305,543.9109,515.64453,2,3,14.166666666666666,8.91919,9.18945,9.965,10.35139,8.69047,9.15641,3,2,503,3,5,1,3,2,4,3,-1.2965,NA,-2.12,396.0196,380.7453,409.0265,1,3,NA
5080113,585.62202,599.10372,2,1,15,10.92551,11.04872,11.33851,13.70742,13.14698,12.42205,2,3,494,3,5,1,3,3,1,3,-0.256,123,-1.11,508.9656,445.6226,513.7449,1,3,4
3790102,438.61024,425.298,2,1,14.833333333333334,10.92551,13.03951,10.80246,11.9425,10.30668,10.74331,1,2,127,4,6,1,3,3,1,1,0.7756,51.2,0.34,447.3516,353.0782,436.1619,1,6,4
3100112,500.68925,502.63254,1,1,13.833333333333334,11.64917,9.18945,10.35777,8.92971,7.58514,10.15325,2,2,492,3,5,2,4,3,4,1,-0.9168,107.333,-0.47,468.2271,462.6896,481.8538,1,6,4
3380216,428.70294,406.75406,1,1,15.083333333333334,8.91919,13.03951,9.26151,8.20673,7.89169,9.15641,4,1,472,1,5,3,3,3,3,3,-0.9168,114,-0.52,363.2264,416.6196,364.3603,1,3,NA
3520205,430.68543,416.72707,2,2,14.5,14.01827,9.18945,8.93041,13.70742,9.84519,10.74331,1,1,637,1,4,1,1,3,2,2,0.7756,150.5,0.59,379.8177,372.806,434.3902,1,3,4
4830414,459.62105,486.58289,1,1,14.75,11.17406,10.19817,11.33851,7.57539,10.30668,11.44903,NA,2,960,2,3,1,3,3,3,2,0.5021,189.2,0.16,390.4892,469.0441,477.1913,1,3,4
3900206,634.73448,584.42833,2,1,14.916666666666666,10.92551,6.83195,13.46507,11.9425,8.17383,10.74331,1,1,807,1,1,3,3,3,2,1,0.0872,102.5,0.72,605.4759,584.8403,644.1067,3,8,2
4850417,695.51817,675.28867,1,2,14.25,11.64917,9.18945,7.51389,7.57539,13.14698,8.70884,1,3,1145,2,2,1,2,2,2,1,1.9226,228.2,0.28,605.6317,690.6566,654.364,1,3,4
3080121,447.0841,497.14991,1,1,14.666666666666666,10.92551,13.03951,8.60159,8.92971,8.17383,10.15325,1,1,511,4,1,1,4,3,3,2,-0.256,133.25,0.1,397.3438,448.392,388.605,1,6,2
3080120,496.71355,469.28107,2,1,15,8.91919,13.03951,9.60333,9.81093,10.80346,9.15641,4,2,511,4,1,1,4,3,3,2,-0.256,133.25,-0.31,410.0405,386.7535,384.1291,1,6,2
3080108,508.51451,515.57186,2,1,15.666666666666666,12.51743,13.03951,10.35777,10.35139,10.54867,10.15325,2,2,511,4,1,1,4,3,3,2,-0.256,133.25,-0.14,430.916,390.529,492.8571,1,6,2
3080113,483.77102,535.46813,2,1,15.166666666666666,8.19314,13.03951,10.35777,11.01771,10.30668,9.6346,4,2,511,4,1,1,4,3,3,2,-0.256,133.25,0,561.7775,492.2958,525.401,1,6,2
3080124,556.10583,584.00094,2,1,14.416666666666666,8.74681,13.03951,13.46507,10.35139,11.70269,11.44903,NA,2,511,4,1,1,4,3,3,2,-0.256,133.25,0.46,434.2655,389.1657,441.7568,1,6,2
3080109,584.2096,661.50341,2,1,14.416666666666666,10.04151,8.81989,10.35777,11.9425,11.37095,11.44903,NA,2,511,4,1,1,4,3,3,2,-0.256,133.25,-0.3,479.7554,535.6009,530.3432,1,6,2
3080110,546.41094,561.68752,2,1,15.25,10.92551,9.62932,9.26151,9.34439,9.16491,10.74331,1,2,511,4,1,1,4,3,3,2,-0.256,133.25,-0.47,403.8869,484.9303,442.6893,1,6,2
3750218,517.32883,547.13564,1,1,14.666666666666666,10.04151,10.19817,13.46507,11.01771,10.54867,10.74331,NA,2,923,2,5,1,2,1,1,2,-0.0892,134.714,0,558.8176,567.1414,547.9672,1,3,2
3750217,576.97921,588.8755,1,1,14.333333333333334,8.91919,13.03951,13.46507,10.35139,10.07332,11.44903,4,1,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.65,530.8537,435.683,523.8157,1,3,2
3750213,487.3371,539.00433,1,1,14.25,12.51743,9.18945,11.33851,11.9425,8.93142,8.70884,1,1,923,2,5,1,2,1,1,2,-0.0892,134.714,0.73,536.2284,488.4252,490.4327,1,3,2
3750212,619.87169,564.86267,1,1,14.666666666666666,10.25396,10.19817,13.46507,10.35139,10.54867,11.44903,2,1,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.27,503.4351,406.8496,440.5446,1,3,2
3750207,553.55026,597.37954,1,1,14.166666666666666,10.25396,9.18945,9.965,7.88323,10.54867,9.6346,2,2,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.18,544.6409,533.0655,504.8862,1,3,2
3750221,558.85727,551.98412,1,1,14.5,10.92551,13.03951,13.46507,11.01771,10.54867,12.42205,1,3,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.15,522.8307,402.7986,477.8441,1,3,2
3750210,552.30912,553.31005,1,1,14.833333333333334,10.25396,13.03951,9.26151,10.35139,9.16491,10.74331,2,2,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.2,460.2041,483.1034,453.3197,1,3,2
3750219,491.46621,462.25167,1,1,14.916666666666666,10.04151,11.04872,12.07123,11.01771,9.39344,14.34298,NA,2,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.47,434.8886,406.8496,456.0239,1,3,2
3750222,575.8164,632.15044,1,1,14.916666666666666,12.51743,11.04872,13.46507,8.92971,11.70269,14.34298,1,2,923,2,5,1,2,1,1,2,-0.0892,134.714,0.19,621.2884,596.6103,631.1451,1,3,2
3750214,401.75382,410.81475,1,1,14.25,9.60097,13.03951,8.93041,11.01771,8.17383,7.85736,2,2,923,2,5,1,2,1,1,2,-0.0892,134.714,-0.31,508.7319,476.1929,448.2842,1,3,2
3750201,518.8941,549.27783,2,1,14.166666666666666,10.92551,11.04872,13.46507,9.81093,12.54869,14.34298,2,2,923,2,5,1,2,1,1,2,-0.0892,134.714,0.23,557.805,525.4964,540.6005,1,3,2
3750211,601.36259,684.64323,1,1,14.25,11.64917,13.03951,13.46507,13.70742,15.81948,14.34298,2,2,923,2,5,1,2,1,1,2,-0.0892,134.714,0.17,640.4502,491.8408,594.6848,1,3,2
3890121,638.83621,640.05459,1,1,14,10.25396,13.03951,12.07123,11.9425,15.81948,12.42205,2,2,NA,NA,2,1,3,3,3,2,-0.0892,259,-0.47,553.9882,585.5694,534.0731,1,3,2
3890111,525.03811,464.14716,2,1,15,10.04151,10.19817,9.26151,6.97345,8.93142,10.15325,NA,2,NA,NA,2,1,3,3,3,2,-0.0892,259,-0.19,539.1883,469.1196,566.5237,1,3,2
3890105,494.37721,563.26582,2,1,15.5,10.25396,8.19852,9.26151,9.34439,9.39344,9.6346,2,2,NA,NA,2,1,3,3,3,2,-0.0892,259,-0.27,510.0561,478.743,503.674,1,3,2
3890113,630.83878,617.06795,1,1,14.75,10.92551,11.04872,12.07123,9.34439,11.07454,14.34298,2,2,NA,NA,2,1,3,3,3,2,-0.0892,259,-0.17,600.9581,566.7442,566.7102,1,3,2
4090111,549.47858,554.7561,2,3,14.583333333333334,10.92551,9.18945,12.07123,9.34439,10.07332,10.74331,1,1,334,1,5,1,3,NA,3,3,-1.5162,58.182,-0.7,513.5613,362.4609,430.8467,1,6,2
4090114,484.25415,556.92218,1,1,13.833333333333334,7.37134,7.91394,11.33851,13.70742,9.39344,10.74331,3,3,334,1,5,1,3,NA,3,3,-1.5162,58.182,-0.95,379.584,334.0113,410.9847,1,6,2
4090112,495.68236,521.96154,1,3,13.75,10.25396,11.04872,9.26151,9.34439,9.39344,11.44903,1,3,334,1,5,1,3,NA,3,3,-1.5162,58.182,0.14,464.4103,378.175,445.207,1,6,2
4090113,506.94521,548.25938,2,3,14.25,8.74681,11.04872,12.07123,11.01771,14.02271,14.34298,NA,2,334,1,5,1,3,NA,3,3,-1.5162,58.182,-0.38,502.8899,372.806,510.8542,1,6,2
4090102,439.82858,444.66257,2,3,14.083333333333334,9.60097,11.04872,9.965,11.9425,9.61942,10.74331,3,2,334,1,5,1,3,NA,3,3,-1.5162,58.182,-1.27,444.6253,340.0065,464.5095,1,6,2
4090101,538.89619,614.81087,2,4,14.333333333333334,8.91919,13.03951,13.46507,13.70742,15.81948,14.34298,2,3,334,1,5,1,3,NA,3,3,-1.5162,58.182,-1.4,432.5518,349.8704,403.5248,1,6,2
4090110,407.03658,406.27113,1,3,13.833333333333334,8.19314,8.48873,11.33851,11.01771,8.93142,10.15325,3,2,334,1,5,1,3,NA,3,3,-1.5162,58.182,0.08,425.6193,340.763,447.2585,1,6,2
4090108,451.4845,409.10737,2,3,14.25,9.60097,13.03951,9.26151,11.9425,8.93142,10.15325,3,3,334,1,5,1,3,NA,3,3,-1.5162,58.182,-0.64,363.6937,246.0987,322.3984,1,6,2
4090105,419.90839,488.82349,2,3,14.083333333333334,6.33067,2.89672,9.60333,3.41233,6.39359,3.26515,4,2,334,1,5,1,3,NA,3,3,-1.5162,58.182,-2.13,414.7141,282.0258,471.7829,1,6,2
4090103,579.01544,558.80818,1,2,13.833333333333334,8.91919,10.19817,9.26151,13.70742,10.80346,12.42205,3,3,334,1,5,1,3,NA,3,3,-1.5162,58.182,-1.33,419.232,381.4317,492.1112,1,6,2
4240102,651.45394,590.23317,1,1,14.583333333333334,14.01827,11.04872,10.42779,8.55351,12.54869,11.44903,1,1,858,2,1,1,2,3,3,1,-0.9168,166.909,0.83,598.1539,629.177,637.5793,2,6,2
4240130,704.404,668.04508,2,1,14.5,11.64917,9.62932,12.07123,10.35139,13.14698,10.74331,1,NA,858,2,1,1,2,3,3,1,-0.9168,166.909,0.84,653.9258,616.9181,625.4569,2,6,2
4240108,682.0487,668.52986,1,1,14.166666666666666,12.51743,11.04872,12.07123,11.01771,14.02271,10.74331,1,1,858,2,1,1,2,3,3,1,-0.9168,166.909,1.45,676.3592,632.672,650.6341,2,6,2
4240113,669.10873,601.11137,2,1,15.25,12.51743,10.19817,13.46507,13.70742,12.54869,14.34298,1,1,858,2,1,1,2,3,3,1,-0.9168,166.909,0.68,645.8249,501.438,541.533,2,6,2
4240115,689.89127,674.38566,2,2,14.583333333333334,10.92551,8.48873,13.46507,13.70742,15.81948,12.42205,2,3,858,2,1,1,2,3,3,1,-0.9168,166.909,0.16,705.6473,595.7467,682.3387,2,6,2
4240123,646.4494,540.51596,2,1,15.083333333333334,10.92551,10.19817,11.33851,11.9425,10.80346,10.15325,3,1,858,2,1,1,2,3,3,1,-0.9168,166.909,0.22,612.4085,511.6227,554.5878,2,6,2
4240117,535.16988,495.17946,2,1,15.166666666666666,12.51743,10.19817,11.33851,9.81093,8.93142,11.44903,1,1,858,2,1,1,2,3,3,1,-0.9168,166.909,0.42,568.1648,524.2934,506.0052,2,6,2
4240114,588.69793,633.46545,2,1,14.666666666666666,10.25396,13.03951,8.60159,7.2741,10.80346,9.6346,1,1,858,2,1,1,2,3,3,1,-0.9168,166.909,0.65,667.713,580.59,609.4181,2,6,2
4240111,596.93839,683.00427,1,1,15.416666666666666,12.51743,8.81989,9.965,10.35139,8.43911,7.42878,1,1,858,2,1,1,2,3,3,1,-0.9168,166.909,0.44,636.6334,576.0376,625.1772,2,6,2
4240118,523.12087,497.818,1,1,15.166666666666666,10.92551,11.04872,9.26151,7.88323,7.58514,8.70884,2,2,858,2,1,1,2,3,3,1,-0.9168,166.909,0.62,565.7501,516.4644,571.6524,2,6,2
3500322,580.7434,549.23691,1,1,14.666666666666666,14.01827,13.03951,9.965,9.34439,10.07332,9.15641,1,2,1151,1,1,2,1,2,3,1,-0.9168,NA,0.57,503.0456,543.4709,536.3111,1,3,2
3500314,677.24438,667.87061,2,1,14.583333333333334,10.92551,9.62932,10.80246,9.34439,11.70269,9.15641,2,2,1151,1,1,2,1,2,3,1,-0.9168,NA,0.31,678.6182,691.2584,725.0466,1,3,2
3500323,596.3386,644.21261,1,1,15.5,14.01827,10.19817,8.26761,7.57539,10.54867,9.6346,1,3,1151,1,1,2,1,2,3,1,-0.9168,NA,0.52,622.5347,627.6678,660.8915,1,3,2
3500309,618.71413,550.82798,1,1,15.083333333333334,12.51743,9.18945,11.33851,13.70742,10.30668,10.15325,1,2,1151,1,1,2,1,2,3,1,-0.9168,NA,0.29,569.5669,568.8889,587.2249,1,3,2
3500313,567.19102,584.92631,1,1,14.75,14.01827,11.04872,10.35777,8.92971,10.07332,9.6346,1,2,1151,1,1,2,1,2,3,1,-0.9168,NA,0.8,539.8894,561.184,543.398,1,3,2
3500319,506.94946,596.69661,1,1,15,12.51743,8.81989,11.33851,9.81093,9.16491,9.15641,2,2,1151,1,1,2,1,2,3,1,-0.9168,NA,0.18,506.473,494.9386,511.4137,1,3,2
3630511,534.19221,533.55355,1,1,15.333333333333334,11.64917,9.62932,8.93041,7.88323,9.61942,10.74331,1,2,1209,1,2,4,4,3,4,3,-0.4184,132.526,0.76,509.1214,494.9386,483.812,1,2,2
3630525,594.16751,577.25065,1,1,14.75,11.64917,11.04872,13.46507,13.70742,14.02271,14.34298,1,2,1209,1,2,4,4,3,4,3,-0.4184,132.526,0.04,544.3293,593.5125,521.3913,1,2,2
3630306,579.49724,555.39266,2,1,15.25,8.74681,9.18945,12.07123,9.81093,13.14698,12.42205,NA,1,1209,1,2,4,4,3,4,3,-0.4184,132.526,-0.36,516.6771,478.743,508.6162,1,5,2
3630305,568.78981,658.08211,2,1,14.916666666666666,10.92551,11.04872,13.46507,11.01771,11.70269,12.42205,1,1,1209,1,2,4,4,3,4,3,-0.4184,132.526,0.57,572.6827,481.1488,557.3853,1,5,2
3630518,553.66836,596.84042,1,1,15.166666666666666,10.92551,9.18945,8.60159,7.88323,9.84519,8.27843,2,2,1209,1,2,4,4,3,4,3,-0.4184,132.526,0.51,523.3759,546.5687,497.7061,1,2,2
3630325,592.61933,493.80465,1,1,14.833333333333334,11.64917,13.03951,12.07123,11.01771,12.54869,11.44903,1,2,1209,1,2,4,4,3,4,3,-0.4184,132.526,0.09,593.8698,546.4893,585.2667,1,5,2
3070221,573.34452,630.01284,2,1,15.083333333333334,11.64917,9.18945,10.80246,8.20673,14.02271,10.74331,1,3,640,3,4,1,3,1,3,3,0.7756,239,0.51,577.3563,592.539,582.2827,2,3,2
3050107,582.26119,611.48897,2,1,15.416666666666666,10.92551,10.19817,10.80246,8.55351,10.30668,10.15325,1,2,445,4,5,1,1,3,2,3,-0.9168,166.667,0.61,496.8141,407.3698,452.3872,1,3,2
3050105,494.92671,514.85183,2,2,15.166666666666666,8.91919,9.62932,9.965,8.55351,8.69047,8.70884,3,2,445,4,5,1,1,3,2,3,-0.9168,166.667,-0.61,368.9126,368.7963,389.6307,1,3,2
3050114,507.55271,558.21505,2,1,14.5,12.21628,13.03951,9.26151,10.35139,9.39344,9.6346,NA,3,445,4,5,1,1,3,2,3,-0.9168,166.667,0.76,466.2019,406.0065,364.3603,1,3,2
3050116,464.11251,512.55613,1,1,14.75,8.19314,8.81989,8.60159,9.81093,8.17383,8.27843,2,1,445,4,5,1,1,3,2,3,-0.9168,166.667,-0.52,528.3611,471.1887,433.6442,1,3,2
3050122,558.28575,602.2278,2,1,15.333333333333334,7.37134,8.19852,10.35777,11.01771,12.08627,10.15325,3,3,445,4,5,1,1,3,2,3,-0.9168,166.667,-1.14,466.0461,415.3893,406.0425,1,3,2
3050103,578.64538,506.81653,1,1,14.666666666666666,8.19314,13.03951,13.46507,11.01771,10.57497,14.34298,4,1,445,4,5,1,1,3,2,3,-0.9168,166.667,-1.41,497.9826,428.296,417.7919,1,3,2
3050123,545.17092,581.50196,2,1,14.916666666666666,12.51743,11.04872,9.965,9.34439,10.07332,8.70884,1,2,445,4,5,1,1,3,2,3,-0.9168,166.667,0.19,532.3337,512.986,544.517,1,3,2
3050113,567.92712,542.79235,2,1,14.75,12.51743,8.81989,12.07123,8.92971,15.81948,11.44903,1,3,445,4,5,1,1,3,2,3,-0.9168,166.667,0.46,472.745,368.7963,410.0522,1,3,2
3050106,574.92521,608.2177,2,1,15.416666666666666,11.64917,13.03951,12.07123,9.81093,11.70269,12.42205,1,3,445,4,5,1,1,3,2,3,-0.9168,166.667,0.61,476.9512,452.5193,476.2589,1,3,2
3050120,421.17501,474.62819,2,1,15.083333333333334,8.91919,8.48873,8.60159,7.88323,9.16491,8.70884,3,3,445,4,5,1,1,3,2,3,-0.9168,166.667,-1.72,400.2259,361.659,390.843,1,3,2
3050117,504.6254,492.82494,2,1,14.916666666666666,8.91919,13.03951,13.46507,11.01771,11.70269,12.42205,4,2,445,4,5,1,1,3,2,3,-0.9168,166.667,-1.51,375.6115,325.4912,336.1059,1,3,2
3050104,514.63885,505.16731,1,1,14.833333333333334,9.60097,13.03951,9.60333,11.9425,9.61942,10.15325,3,1,445,4,5,1,1,3,2,3,-0.9168,166.667,-0.33,462.0735,392.4726,389.2577,1,3,2
3060105,453.01726,442.17068,1,1,14.166666666666666,10.92551,9.18945,9.965,11.01771,8.69047,9.15641,1,1,80,4,6,1,2,3,3,2,-0.0892,34,0.08,537.6305,479.0524,451.7344,1,5,2
3060102,545.22678,512.1163,2,1,14.833333333333334,12.51743,11.04872,9.965,11.9425,10.07332,10.74331,1,1,80,4,6,1,2,3,3,2,-0.0892,34,0.49,434.2655,429.2629,464.1365,1,5,2
3060106,568.22668,589.1558,2,1,14.75,10.04151,10.19817,10.35777,10.35139,11.37095,9.6346,NA,2,80,4,6,1,2,3,3,2,-0.0892,34,-0.39,524.7001,488.2861,503.3943,1,5,2
3060101,600.48235,530.67497,1,1,14.083333333333334,10.25396,9.62932,12.07123,11.01771,12.54869,12.42205,1,1,80,4,6,1,2,3,3,2,-0.0892,34,-0.27,584.912,499.7044,595.6173,1,5,2
3060108,570.23509,509.40455,1,1,13.833333333333334,7.30445,7.11034,9.26151,8.92971,9.61942,9.6346,NA,3,80,4,6,1,2,3,3,2,-0.0892,34,-1.79,486.2985,442.8318,507.031,1,5,2
3780209,555.66817,581.72215,2,1,15.25,12.51743,13.03951,10.80246,10.35139,11.37095,9.15641,1,3,1442,2,2,1,4,3,3,2,-0.9168,232.833,-0.19,585.3793,567.9994,631.0518,1,5,2
3780220,522.68053,489.4798,1,1,15.083333333333334,12.51743,11.04872,10.35777,11.9425,10.30668,8.70884,1,3,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.11,436.3686,361.5739,372.5662,1,5,2
3780217,610.13501,652.5747,1,1,14.5,12.51743,11.04872,9.60333,8.20673,14.02271,10.15325,1,3,1442,2,2,1,4,3,3,2,-0.9168,232.833,-0.03,502.6562,478.3375,459.1943,1,5,2
3780208,529.03314,685.38301,2,2,14.75,14.01827,7.6477,9.87812,11.9425,11.07454,10.74331,1,2,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.63,463.3977,446.585,502.3685,1,5,2
3780223,613.14153,640.86529,1,1,14.5,12.51743,13.03951,9.965,10.35139,11.70269,10.15325,1,1,1442,2,2,1,4,3,3,2,-0.9168,232.833,1.24,542.4599,569.5243,589.9291,1,5,2
3780207,676.16325,661.48388,1,1,14.5,14.01827,10.19817,9.965,8.20673,12.08627,9.15641,1,3,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.57,526.7253,517.2587,573.9836,1,5,2
3780226,514.52957,541.87941,1,1,14.25,10.92551,9.62932,7.51389,8.92971,8.93142,9.15641,1,3,1442,2,2,1,4,3,3,2,-0.9168,232.833,-0.33,477.1849,452.8401,450.2424,1,5,2
3780215,587.92876,543.0576,1,1,14.916666666666666,14.01827,11.04872,9.965,8.55351,9.84519,12.42205,1,2,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.37,559.1291,549.0311,528.8512,1,5,2
3780228,547.82626,513.02323,1,1,14.666666666666666,11.64917,11.04872,11.33851,8.92971,11.07454,10.15325,1,1,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.5,452.4147,433.0618,482.2268,1,5,2
3780210,484.02085,476.78489,2,1,14.833333333333334,10.92551,11.04872,9.965,8.92971,8.93142,9.6346,1,1,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.24,392.9039,390.3686,421.1488,1,5,2
3780212,464.62515,504.09955,2,1,14.75,10.25396,8.81989,8.26761,10.35139,8.93142,9.15641,1,3,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.06,495.5678,458.6141,498.3588,1,5,2
3780201,579.12215,625.33108,1,1,14.5,11.64917,13.03951,11.33851,8.92971,11.37095,10.15325,1,2,1442,2,2,1,4,3,3,2,-0.9168,232.833,0.31,594.1813,583.9807,561.4883,1,5,2
3390225,612.29672,595.18487,2,1,14.333333333333334,10.25396,9.18945,8.93041,9.81093,10.54867,9.6346,2,1,654,4,1,1,2,3,1,2,-0.4184,134.6,0.05,595.3497,490.7721,552.0701,1,6,2
3390219,535.87893999999994,578.68568,2,1,14.583333333333334,10.92551,13.03951,12.07123,11.01771,11.07454,9.15641,2,1,654,4,1,1,2,3,1,2,-0.4184,134.6,-0.12,555.7018,434.3954,496.9601,1,6,2
3390216,601.33186,596.15913,2,1,15,12.51743,10.19817,9.60333,9.81093,10.07332,9.15641,2,2,654,4,1,1,2,3,1,2,-0.4184,134.6,0.82,537.3189,442.6554,470.1044,1,6,2
3390208,571.0913,587.74565,2,2,13.833333333333334,11.64917,13.03951,10.80246,11.01771,9.84519,12.42205,1,2,654,4,1,1,2,3,1,2,-0.4184,134.6,0.17,582.2636,511.0613,549.9254,1,6,2
3390217,573.59413,516.33324,2,1,14.5,9.60097,13.03951,11.33851,11.9425,11.70269,10.15325,4,2,654,4,1,1,2,3,1,2,-0.4184,134.6,-0.81,525.1675,445.8632,515.4233,1,6,2
3390229,556.17656,577.32386,1,1,14.583333333333334,10.25396,10.19817,11.33851,10.35139,11.07454,10.74331,2,2,654,4,1,1,2,3,1,2,-0.4184,134.6,-0.36,564.5817,567.3002,538.1761,1,6,2
3390222,598.34388,604.17228,2,1,15.25,12.51743,9.18945,10.35777,11.01771,10.07332,10.74331,1,2,654,4,1,1,2,3,1,2,-0.4184,134.6,0.89,603.6065,485.8803,544.3305,1,6,2
